blueWins,blueWardsPlaced,blueWardsDestroyed,blueFirstBlood,blueKills,blueDeaths,blueAssists,blueEliteMonsters,blueDragons,blueHeralds,blueTowersDestroyed,blueTotalGold,blueAvgLevel,blueTotalMinionsKilled,blueTotalJungleMinionsKilled,blueGoldDiff,blueExperienceDiff,redWardsPlaced,redWardsDestroyed,redAssists,redEliteMonsters,redDragons,redHeralds,redTowersDestroyed,redTotalGold,redAvgLevel,redTotalMinionsKilled,redTotalJungleMinionsKilled
1,18,5,1,9,2,8,2,1,1,0,18318,7.2,228,46,4446,3448,20,1,4,0,0,0,0,13872,6.4,188,41
0,21,3,0,4,8,7,0,0,0,0,14655,6.6,208,37,-3142,-2633,20,3,17,1,0,1,0,17797,7.2,216,56
0,14,5,1,12,9,10,1,1,0,0,18910,7.2,203,47,1454,1187,15,1,14,0,0,0,0,17456,7,185,40
0,15,0,0,5,4,5,1,1,0,0,15740,7,206,56,-312,-473,13,2,5,0,0,0,0,16052,6.8,229,47
0,20,0,1,6,5,5,0,0,0,0,15428,6.8,201,46,-491,-1417,35,5,4,1,1,0,0,15919,6.8,211,62
0,16,2,0,5,4,7,0,0,0,0,15577,6.8,207,48,124,-46,23,3,5,2,1,1,0,15453,6.8,220,52
0,19,1,1,8,11,10,1,0,1,0,17282,7,222,48,-1008,-810,16,4,7,1,1,0,0,18290,7,220,48
1,17,4,0,7,5,10,1,1,0,0,17009,6.8,222,40,1121,836,15,4,4,0,0,0,0,15888,6.8,228,52
0,15,1,0,6,13,5,0,0,0,0,16345,6.8,209,42,-2154,-2348,15,1,13,0,0,0,0,18499,7.4,225,36
1,12,5,0,5,9,7,0,0,0,0,16142,7.2,237,44,-1711,-1086,17,5,12,2,1,1,0,17853,7.2,195,56
0,19,6,1,13,7,14,1,1,0,0,18839,7.2,189,53,1144,944,16,3,7,0,0,0,0,17695,7,228,40
1,19,1,1,11,4,10,1,1,0,0,17570,7.2,226,43,2414,2407,12,3,5,0,0,0,0,15156,6.4,219,44
1,36,3,0,3,5,2,2,1,1,0,15581,7,233,72,-353,-280,18,9,4,0,0,0,0,15934,7.4,228,48
0,13,3,0,7,5,7,0,0,0,0,16514,7.2,211,52,1232,1358,14,2,3,1,1,0,0,15282,6.6,215,48
1,19,7,1,4,4,3,2,1,1,0,16127,6.8,235,64,1071,644,23,2,4,0,0,0,0,15056,6.6,212,41
1,39,3,0,10,6,10,1,1,0,0,17831,7.2,198,48,2233,3109,14,2,9,0,0,0,0,15598,6.6,204,40
1,16,1,1,6,0,5,1,1,0,0,17002,7.2,227,59,4376,4106,18,2,0,0,0,0,0,12626,6.2,184,48
1,13,4,0,6,1,4,0,0,0,0,16931,7.2,222,50,1931,2084,30,1,1,0,0,0,0,15000,6.8,222,67
1,18,0,1,11,5,11,0,0,0,0,19267,7.2,257,50,2669,2743,10,0,4,2,1,1,0,16598,6.6,205,41
1,33,5,1,10,4,11,1,1,0,0,17593,7,190,41,2596,1052,20,4,5,0,0,0,0,14997,6.6,207,52
1,15,0,0,9,6,6,0,0,0,0,16950,7,218,32,1081,1757,16,3,8,1,1,0,0,15869,6.4,183,59
0,14,2,1,4,6,2,0,0,0,0,13829,6.4,171,48,-2523,-2080,15,1,6,1,1,0,0,16352,6.8,222,52
0,15,2,1,5,3,6,0,0,0,0,16478,6.8,254,44,1207,-488,38,3,6,2,1,1,0,15271,7.2,212,72
1,16,4,0,5,3,4,1,1,0,0,16338,7.2,234,60,1106,1309,18,1,1,0,0,0,0,15232,6.8,228,60
1,13,2,0,4,3,6,1,1,0,0,14972,6.8,201,49,-266,-613,37,1,4,1,0,1,0,15238,7,233,46
0,14,1,0,7,8,4,1,1,0,0,17209,6.8,229,37,1710,1298,14,0,5,0,0,0,0,15499,6.4,166,46
0,16,0,0,7,8,7,0,0,0,0,17084,7,224,52,-100,-120,16,3,10,1,1,0,0,17184,7,207,59
1,33,4,1,3,5,2,0,0,0,0,15073,7.2,198,56,-556,-442,24,1,3,1,1,0,0,15629,7.2,226,48
1,13,2,1,11,9,9,0,0,0,0,17795,7.4,164,63,-274,304,14,1,9,0,0,0,0,18069,7,237,46
0,19,3,0,6,9,3,0,0,0,0,16404,6.8,231,40,-554,174,17,4,9,2,1,1,0,16958,6.8,204,41
0,20,4,1,4,6,3,0,0,0,0,15119,6.8,211,56,-542,-1235,21,4,4,1,1,0,0,15661,7.4,224,54
0,14,0,1,3,6,2,0,0,0,0,15212,6.8,202,59,-1718,-1922,17,1,8,1,0,1,0,16930,7,201,64
0,12,5,1,5,9,3,1,1,0,0,15781,6.8,203,60,-1980,-1595,46,1,11,0,0,0,0,17761,7.2,228,44
0,16,4,0,3,6,2,1,0,1,0,15524,6.6,217,58,-645,-1495,41,1,5,1,1,0,0,16169,7.2,200,70
1,16,2,0,7,6,4,0,0,0,0,15473,6.8,195,48,-1174,-778,14,3,5,0,0,0,0,16647,7.2,221,38
0,16,0,1,10,9,10,0,0,0,0,18034,6.8,211,43,1179,-675,16,2,11,0,0,0,0,16855,7,222,32
1,38,4,1,8,5,9,1,1,0,0,16646,7,188,51,1308,1296,16,1,7,1,0,1,0,15338,6.4,227,40
0,18,4,1,10,7,7,1,1,0,0,18185,7,213,56,1340,1318,30,3,4,0,0,0,0,16845,6.8,216,56
0,14,3,1,3,6,3,0,0,0,0,15761,7,239,43,-983,-1574,15,2,11,1,1,0,0,16744,7.2,218,73
1,15,1,1,5,3,2,2,1,1,0,16243,7.4,245,59,855,2880,17,3,4,0,0,0,0,15388,6.4,204,50
0,15,5,0,8,8,8,0,0,0,0,17014,6.6,221,33,-426,-1055,17,2,8,0,0,0,0,17440,6.8,204,46
1,14,0,1,12,7,10,2,1,1,0,18820,7.4,207,71,1991,2474,11,1,7,0,0,0,0,16829,6.8,207,40
1,8,1,1,8,4,7,1,1,0,0,18257,7,246,60,3149,1513,15,1,1,0,0,0,0,15108,6.8,227,61
1,22,5,0,4,4,4,0,0,0,0,14942,6.6,200,51,-763,395,41,4,9,1,1,0,0,15705,6.8,241,50
0,15,3,0,3,7,3,0,0,0,0,14056,6.6,193,50,-2129,-1542,18,2,12,1,1,0,0,16185,7,217,34
1,19,2,0,11,4,10,1,1,0,0,18534,7.2,208,56,2361,2489,16,2,6,0,0,0,0,16173,6.8,233,48
0,15,2,1,6,8,4,1,1,0,0,16118,6.8,200,48,-1209,-1556,17,3,7,0,0,0,0,17327,7.4,251,42
1,17,4,0,5,5,7,1,0,1,0,17135,7.4,242,52,1046,815,19,3,6,1,1,0,0,16089,7,233,48
0,17,3,0,4,7,4,1,0,1,0,15293,6.8,192,64,-1809,-1431,41,2,11,1,1,0,0,17102,7,215,52
1,18,3,0,13,7,11,0,0,0,0,19907,7.6,231,52,3079,2098,17,1,7,1,1,0,0,16828,7,186,75
1,24,2,1,5,3,7,0,0,0,0,16344,7.2,238,52,1108,19,38,2,1,2,1,1,0,15236,7,244,54
1,17,0,0,10,3,5,1,1,0,0,18863,7.2,228,68,4747,2924,11,0,5,0,0,0,0,14116,6.6,189,43
1,18,5,1,10,4,11,1,1,0,0,18266,7.2,239,40,3160,2461,17,4,6,0,0,0,0,15106,6.8,206,47
0,16,3,1,2,6,2,0,0,0,0,14528,6.8,203,57,-2377,-2338,19,5,5,1,1,0,0,16905,7.2,251,53
1,20,2,1,7,6,6,1,0,1,0,17131,6.6,229,36,1254,-81,13,2,3,1,1,0,0,15877,6.8,199,62
1,13,5,0,4,2,1,0,0,0,0,15555,7.2,254,51,1019,1368,23,1,2,1,1,0,0,14536,7,217,60
1,14,5,1,10,8,9,1,1,0,0,18265,7.2,204,53,2520,3200,17,1,7,1,0,1,0,15745,6.4,163,32
1,16,1,1,5,3,6,1,1,0,0,15343,7,210,56,1184,848,25,2,3,0,0,0,0,14159,6.4,213,33
1,44,4,1,12,3,14,0,0,0,0,18631,7.4,245,42,4089,3372,15,6,4,1,1,0,0,14542,6.4,193,60
0,17,1,1,8,8,9,0,0,0,0,17245,6.8,207,32,-1300,-1355,11,2,8,1,1,0,0,18545,7,244,52
1,12,5,1,9,8,7,0,0,0,0,17670,7,201,72,32,-952,20,1,9,0,0,0,0,17638,7.4,247,52
1,17,0,0,8,2,11,1,1,0,0,17499,7.4,217,56,2282,1265,15,1,2,0,0,0,0,15217,7,237,56
0,14,5,1,9,8,11,1,1,0,0,16940,7,191,40,-896,-393,19,3,8,0,0,0,0,17836,7,235,45
1,17,3,1,7,5,9,0,0,0,0,17960,7,226,71,2873,1850,55,4,9,1,1,0,0,15087,6.4,193,51
1,38,3,1,6,6,11,0,0,0,0,17244,7.2,221,51,1091,1084,15,2,12,2,1,1,0,16153,6.8,235,48
1,16,4,0,5,9,2,1,1,0,0,15038,6.8,194,45,-2755,-869,22,2,11,0,0,0,0,17793,6.8,218,46
0,15,1,0,8,10,8,0,0,0,0,17490,7.2,198,52,-905,-29,11,1,12,1,1,0,0,18395,7.2,196,64
0,17,3,0,7,10,4,0,0,0,0,15970,6.8,196,55,-2046,-691,15,2,10,0,0,0,0,18016,7,226,40
1,15,3,0,4,1,3,1,1,0,0,16435,7.4,250,63,1527,1629,13,2,0,0,0,0,0,14908,7,228,56
1,20,6,0,9,5,8,0,0,0,0,17562,6.6,203,50,1975,812,19,3,5,1,1,0,0,15587,6.6,208,42
0,13,3,0,7,11,8,0,0,0,0,16786,6.6,189,60,-1739,-838,16,2,16,1,1,0,0,18525,7,196,52
0,18,1,1,4,7,2,0,0,0,0,16061,7,230,52,-717,-997,15,6,8,1,1,0,0,16778,7,236,56
0,17,3,0,10,12,10,0,0,0,0,17517,7.4,179,56,-1567,505,15,3,13,0,0,0,0,19084,7,219,32
1,22,9,1,7,1,12,1,1,0,0,17696,7.2,223,55,3650,2712,19,6,1,0,0,0,0,14046,6.2,237,32
0,14,2,1,6,11,5,0,0,0,0,15777,7,215,37,-2930,136,14,1,8,1,1,0,0,18707,6.8,215,42
0,11,3,1,8,4,8,1,1,0,0,18385,7.2,244,57,2957,1677,13,4,6,0,0,0,0,15428,6.8,210,46
0,44,3,1,3,3,3,0,0,0,0,15081,6.8,206,50,-66,815,16,3,6,0,0,0,0,15147,7,215,45
1,15,0,1,7,3,8,0,0,0,0,16702,6.8,203,54,1713,1391,15,4,6,0,0,0,0,14989,6.6,228,42
1,19,6,0,6,4,5,1,0,1,0,17481,7.4,248,39,1784,1193,18,5,3,1,1,0,0,15697,7,216,60
1,14,7,1,7,6,7,0,0,0,0,16445,7,224,40,214,1568,20,2,5,0,0,0,0,16231,6.8,215,53
0,14,4,0,5,7,4,0,0,0,0,14387,6.4,158,48,-3214,-2195,16,2,10,2,1,1,0,17601,7,226,42
1,16,3,0,1,6,0,0,0,0,0,13775,7,206,61,-2217,-715,18,4,6,1,1,0,0,15992,6.8,242,40
0,20,5,0,3,3,4,1,1,0,0,14771,6.8,234,52,-916,190,19,5,5,0,0,0,0,15687,6.8,242,42
1,15,4,1,2,1,2,1,0,1,0,15538,6.8,264,57,982,682,16,6,1,1,1,0,0,14556,6.8,258,48
1,16,7,0,6,6,8,1,1,0,0,16474,6.8,209,36,-912,-739,19,6,12,1,0,1,0,17386,7,244,60
1,15,2,1,11,3,13,1,1,0,0,19267,7.6,230,58,4538,3583,12,1,3,0,0,0,0,14729,6.4,201,57
1,15,3,0,7,9,8,1,0,1,0,16066,6.8,195,48,-1826,-3,61,2,11,1,1,0,0,17892,7,183,52
0,18,5,0,3,8,3,0,0,0,0,14790,6.4,217,37,-1967,-1292,19,2,11,1,1,0,0,16757,7,204,52
0,15,0,0,1,6,1,0,0,0,0,14417,7,237,61,-2984,-1466,13,1,10,1,1,0,0,17401,7,248,54
0,23,1,0,6,8,3,0,0,0,0,16365,6.8,195,71,94,1896,18,3,8,1,1,0,0,16271,6.6,191,50
1,56,6,1,7,6,9,1,0,1,0,16647,6.6,214,60,-206,-363,16,5,10,1,1,0,0,16853,7,238,39
0,15,1,1,5,3,6,1,1,0,0,16224,6.8,254,53,586,348,16,1,3,0,0,0,0,15638,6.8,245,50
0,21,0,1,8,6,9,1,1,0,0,16338,6.4,191,32,-577,-2221,15,2,5,0,0,0,0,16915,7.2,204,64
0,16,1,0,4,7,1,0,0,0,0,14125,6.6,170,44,-2858,-520,17,0,9,1,1,0,0,16983,7,224,48
1,16,3,0,3,5,2,0,0,0,0,15125,6.6,197,80,-712,977,15,4,9,1,1,0,0,15837,6.8,216,42
1,54,4,1,7,9,6,1,1,0,0,16437,6.8,195,48,-222,17,18,6,12,0,0,0,0,16659,6.8,208,34
1,17,3,0,5,7,7,0,0,0,0,16281,6.8,216,46,127,-941,16,6,10,2,1,1,0,16154,7,194,48
1,17,1,1,10,4,11,0,0,0,0,17464,7,217,35,1579,-171,11,3,5,1,1,0,0,15885,6.8,205,68
1,14,3,1,10,2,15,1,1,0,0,18142,7.2,224,53,3680,2530,15,2,1,0,0,0,0,14462,6.6,190,53
1,15,0,0,6,6,5,0,0,0,0,16507,7,216,65,479,350,39,1,6,0,0,0,0,16028,7.2,212,52
1,18,0,0,3,4,6,1,1,0,0,14988,6.4,214,52,-1093,-1958,13,5,4,0,0,0,0,16081,6.8,237,44
0,76,6,0,5,5,4,1,1,0,0,16203,7,228,51,2,-365,19,5,6,0,0,0,0,16201,7,228,53
1,20,3,0,5,4,5,0,0,0,0,16522,7,236,57,1958,2380,15,2,5,0,0,0,0,14564,6.6,195,44
0,13,5,1,12,7,11,0,0,0,0,18306,6.6,214,34,1898,274,18,3,10,1,1,0,0,16408,6.4,197,49
0,53,5,1,10,8,10,0,0,0,0,17573,7,205,42,-81,-1466,15,7,6,1,1,0,0,17654,7,227,57
0,16,2,1,5,9,3,1,1,0,0,16182,7,204,46,-320,-120,17,0,11,0,0,0,0,16502,7,195,36
0,22,2,0,3,5,3,1,1,0,0,15309,6.8,245,49,-1069,-298,18,7,5,0,0,0,0,16378,6.8,241,51
0,68,2,0,4,5,8,0,0,0,0,15594,7,233,52,366,1230,42,5,4,1,1,0,0,15228,6.8,205,40
1,16,2,1,10,9,12,0,0,0,0,18340,7,201,54,1899,896,16,2,9,0,0,0,0,16441,6.8,198,40
1,21,2,1,8,9,8,0,0,0,0,16911,6.6,207,52,-1165,729,13,2,11,0,0,0,0,18076,6.6,201,52
0,16,6,0,7,9,4,0,0,0,0,16649,7.2,230,48,-360,658,34,2,13,0,0,0,0,17009,6.8,203,37
0,16,0,1,9,5,6,1,1,0,0,17366,6.8,213,51,629,-887,33,3,4,0,0,0,0,16737,7,223,60
0,46,2,0,3,6,0,1,0,1,0,14984,7,235,64,-1287,-746,19,3,3,1,1,0,0,16271,7,237,58
1,19,6,0,11,5,15,0,0,0,0,18945,7,241,35,3107,2132,66,3,9,0,0,0,0,15838,6.8,199,52
0,15,5,0,8,5,6,0,0,0,0,17851,7.4,257,44,1051,1224,17,4,4,1,1,0,0,16800,7.2,247,68
0,16,1,0,7,10,8,0,0,0,0,16900,6.8,161,47,-1920,-3055,17,5,8,1,1,0,0,18820,7.2,225,70
0,42,3,0,3,4,4,0,0,0,0,14923,7,229,48,-1899,-2290,51,2,4,0,0,0,0,16822,7.2,244,64
0,14,4,1,5,11,3,0,0,0,0,14790,6.6,185,42,-3951,-2608,32,2,15,1,1,0,0,18741,7.2,225,51
1,16,2,1,7,6,7,0,0,0,0,18035,7,250,48,1977,1635,13,2,13,0,0,0,0,16058,6.8,183,47
1,15,4,1,13,3,11,0,0,0,0,19536,7.6,217,58,5452,4510,17,2,3,0,0,0,0,14084,6.4,178,44
0,50,4,0,5,2,7,2,1,1,0,16444,7.4,229,63,1415,1951,16,3,3,0,0,0,0,15029,6.8,225,53
0,18,1,0,4,7,7,0,0,0,0,15818,6.8,233,47,-60,1347,62,3,13,1,1,0,0,15878,6.6,186,36
0,17,2,0,5,7,8,0,0,0,0,16208,7,218,54,-1656,-1363,12,3,7,1,1,0,0,17864,7.2,242,73
1,17,1,0,10,5,11,1,1,0,0,17920,7,224,51,2536,746,37,4,5,0,0,0,0,15384,7,220,48
1,16,4,0,6,7,5,1,1,0,0,15882,7.2,198,68,-1019,-361,15,3,5,0,0,0,0,16901,7,240,56
0,14,1,0,6,11,6,0,0,0,0,15801,6.6,209,49,-1603,-809,14,3,12,2,1,1,0,17404,7,204,34
0,39,5,1,10,5,13,0,0,0,0,18866,7.4,252,51,3412,2086,18,3,8,0,0,0,0,15454,7,207,49
0,19,6,1,1,4,1,2,1,1,0,14056,6.6,223,50,-1903,-2537,22,5,3,0,0,0,0,15959,7,231,55
0,42,8,0,5,10,4,1,1,0,0,15876,6.8,224,39,-2266,-2047,20,5,9,1,0,1,0,18142,7.2,221,60
0,15,0,1,3,3,2,1,0,1,0,15567,7,232,52,62,1348,12,0,5,0,0,0,0,15505,7,237,56
0,13,1,0,5,11,8,0,0,0,0,15979,6.8,190,39,-3456,-1429,15,1,15,2,1,1,0,19435,7,189,44
0,16,2,0,6,5,4,1,1,0,0,16398,6.6,236,53,768,505,56,5,5,0,0,0,0,15630,7,218,49
0,48,2,1,4,4,3,1,0,1,0,15721,7.2,213,64,-1050,89,18,0,6,1,1,0,0,16771,7.2,238,56
0,15,4,0,2,8,1,0,0,0,0,14206,6.6,200,50,-3427,-1792,19,1,7,1,1,0,0,17633,7,253,48
1,13,2,1,8,3,9,1,1,0,0,17428,7.2,220,50,2087,2578,17,4,2,0,0,0,0,15341,6.8,229,65
1,18,2,0,7,2,10,0,0,0,0,16879,7.2,211,52,2053,1126,15,3,3,1,1,0,0,14826,6.8,232,64
0,14,1,0,3,3,3,0,0,0,0,15255,7,228,45,-112,233,39,1,3,0,0,0,0,15367,7,234,56
0,35,3,0,6,9,8,1,1,0,0,16978,7.2,205,55,-1712,-394,20,2,16,0,0,0,0,18690,7.4,208,56
0,14,3,0,6,9,9,1,1,0,0,15738,6.6,188,53,-2550,-1985,15,1,6,0,0,0,0,18288,7,224,57
1,16,2,1,1,4,1,0,0,0,0,14761,7,230,56,-294,-1277,53,1,4,0,0,0,0,15055,7.2,193,52
0,16,4,1,8,3,12,1,1,0,0,17479,7.2,243,48,2143,1315,17,5,4,0,0,0,0,15336,7,203,44
0,17,3,0,2,6,2,0,0,0,0,15141,7.2,230,62,-2506,-1979,41,4,9,1,1,0,0,17647,7.6,250,70
0,17,2,0,4,3,5,0,0,0,0,15793,6.8,246,40,848,463,49,2,3,1,1,0,0,14945,7,210,52
1,16,5,1,6,9,4,0,0,0,0,15653,6.6,203,40,-2026,-1235,20,5,14,1,1,0,0,17679,7,216,51
1,14,2,1,5,3,4,1,1,0,0,15836,7,223,44,813,487,14,1,3,0,0,0,0,15023,6.8,219,64
1,17,0,1,4,2,4,0,0,0,0,14673,6.4,183,47,-110,-1469,14,3,3,2,1,1,0,14783,6.8,214,56
1,18,5,1,10,4,11,0,0,0,0,18270,7,249,41,3134,1069,41,3,1,1,1,0,0,15136,7,217,52
0,14,4,1,5,6,6,1,1,0,0,15820,6.8,200,59,40,1340,31,3,8,0,0,0,0,15780,6.6,212,48
1,18,2,1,5,3,5,1,1,0,0,16583,6.8,219,60,961,-900,13,1,2,1,0,1,0,15622,7,234,64
1,16,1,1,9,3,6,1,1,0,0,18558,7.2,269,51,3958,3881,12,1,4,1,0,1,0,14600,6.4,194,43
1,17,3,1,6,4,7,0,0,0,0,17477,7,232,64,1814,73,14,0,4,1,1,0,0,15663,7,210,72
1,14,2,1,3,7,2,0,0,0,0,14935,7,198,59,-3469,-1687,13,3,9,2,1,1,0,18404,7.2,263,72
1,18,2,1,14,6,10,1,0,1,0,19203,7.4,220,49,3548,3559,16,1,7,1,1,0,0,15655,6.6,204,30
1,12,4,1,6,6,3,0,0,0,0,16701,6.8,237,40,882,450,18,2,5,0,0,0,0,15819,6.8,192,56
0,19,4,0,4,8,5,0,0,0,0,15264,6.4,208,44,-3212,-1661,19,5,10,0,0,0,0,18476,7,217,42
0,55,2,1,8,6,7,1,1,0,0,17403,7.4,215,47,1518,1874,17,1,9,0,0,0,0,15885,6.6,192,40
1,18,3,1,4,6,2,1,0,1,0,15500,6.8,218,56,-1006,-1606,45,3,5,1,1,0,0,16506,7.2,221,48
1,17,1,0,3,7,2,0,0,0,0,15632,7,232,72,-1822,-1467,16,4,6,2,1,1,0,17454,7.4,244,52
1,17,2,1,6,7,5,1,1,0,0,16230,6.8,190,59,-726,-1249,16,1,12,0,0,0,0,16956,7.2,230,53
1,14,1,0,4,2,4,1,1,0,0,15346,7,232,52,1342,1886,14,0,2,0,0,0,0,14004,6.6,206,40
1,76,3,1,6,4,9,1,1,0,0,17620,7,233,64,2387,1411,18,1,7,0,0,0,0,15233,6.8,201,67
0,16,2,0,4,13,4,0,0,0,0,14958,6.8,207,47,-4629,-3393,55,4,16,1,1,0,0,19587,7.4,239,46
0,17,1,0,2,6,2,0,0,0,0,14025,6.6,205,51,-2846,-1964,22,2,4,1,1,0,0,16871,6.8,218,64
1,48,3,1,4,3,3,2,1,1,0,15656,7,227,48,85,-706,18,3,3,0,0,0,0,15571,7,217,63
1,14,4,1,8,3,7,1,1,0,0,16595,7.2,210,55,859,2681,21,1,7,0,0,0,0,15736,6.4,203,39
1,20,5,1,9,8,13,1,1,0,0,17283,6.6,205,28,-428,5,18,3,7,1,0,1,0,17711,6.6,213,36
0,15,4,1,11,10,9,1,0,1,0,17797,7,191,36,354,248,18,2,11,0,0,0,0,17443,6.8,198,44
1,22,6,0,6,7,6,0,0,0,0,17170,7,243,60,959,2183,17,6,10,0,0,0,0,16211,6.4,194,36
1,15,0,1,4,2,5,0,0,0,0,16729,7,227,48,1970,804,16,1,2,0,0,0,0,14759,6.8,228,73
0,11,1,1,8,9,6,0,0,0,0,17424,7.2,224,37,-618,-669,17,2,8,0,0,0,0,18042,7,223,57
0,19,2,1,8,7,12,2,1,1,0,16912,6.8,213,57,106,-1098,26,4,6,0,0,0,0,16806,7,179,60
0,14,1,1,5,4,5,0,0,0,0,16062,6.8,195,61,39,-1075,48,3,3,1,1,0,0,16023,7.2,237,61
0,17,3,1,3,11,3,0,0,0,0,15273,6.6,227,41,-2111,-1607,22,2,11,1,1,0,0,17384,6.8,218,48
1,16,6,0,5,6,5,0,0,0,0,16571,7.2,212,66,-528,1756,19,3,7,2,1,1,0,17099,6.6,210,49
0,15,0,1,2,4,2,0,0,0,0,15210,6.8,222,45,262,-414,15,1,5,2,1,1,0,14948,7,216,46
0,13,4,1,6,8,7,0,0,0,0,17190,6.8,226,44,777,576,17,1,9,0,0,0,0,16413,6.6,190,30
0,19,5,0,6,6,4,0,0,0,0,16839,7,222,57,468,370,19,3,8,1,1,0,0,16371,6.8,211,58
1,14,0,0,10,4,13,1,1,0,0,19359,7.2,243,53,4424,2663,53,4,5,0,0,0,0,14935,6.8,189,62
1,22,2,1,6,6,4,2,1,1,0,16043,7,213,56,-76,1720,14,1,8,0,0,0,0,16119,6.6,206,40
0,13,3,0,6,6,9,0,0,0,0,17924,7,248,46,870,703,17,1,9,0,0,0,0,17054,6.8,241,39
1,15,4,1,4,3,2,1,0,1,0,15833,7.2,250,52,904,1043,21,4,3,1,1,0,0,14929,6.8,213,64
1,16,2,1,6,3,7,1,0,1,0,16691,7.4,226,60,1814,1762,12,2,3,0,0,0,0,14877,6.8,214,55
0,21,3,1,1,1,3,0,0,0,0,15301,7,249,72,166,-436,17,4,0,1,1,0,0,15135,6.8,230,60
0,18,3,1,7,8,6,0,0,0,0,16132,7,207,48,-1211,-2257,35,2,9,1,0,1,0,17343,7.2,244,52
1,16,5,0,7,6,9,1,1,0,0,17108,7,230,59,990,1798,51,6,6,0,0,0,0,16118,6.6,218,48
1,23,3,0,6,5,8,2,1,1,0,17178,7,234,74,2614,2285,16,2,2,0,0,0,0,14564,6.4,170,52
0,18,4,0,3,4,3,0,0,0,0,14511,6.6,212,42,-342,-2245,18,2,1,1,1,0,0,14853,7.4,212,43
0,16,0,0,1,11,1,1,0,1,0,13199,6.2,173,49,-6134,-4660,15,1,13,0,0,0,0,19333,7.6,255,54
0,28,4,1,4,7,6,0,0,0,0,14937,6.8,211,57,-2601,-3694,15,5,8,2,1,1,0,17538,7.4,232,60
0,13,1,0,1,10,1,0,0,0,0,13340,6.2,223,32,-3586,-2271,37,1,16,1,1,0,0,16926,6.8,189,32
0,14,3,0,2,7,2,0,0,0,0,15461,6.8,206,60,-1912,-2257,16,2,7,2,1,1,0,17373,7.2,243,55
1,19,3,1,3,2,1,1,1,0,0,14700,6.8,234,40,203,411,15,1,0,0,0,0,0,14497,6.8,253,40
1,18,5,0,4,1,9,1,1,0,0,15357,6.8,200,59,1273,1061,16,5,2,0,0,0,0,14084,6.4,239,40
1,19,2,1,9,7,9,0,0,0,0,17498,7,200,42,1023,19,16,2,6,1,0,1,0,16475,6.8,196,32
0,16,4,0,5,12,3,0,0,0,0,15140,6.4,198,39,-3371,-2094,19,4,15,1,1,0,0,18511,7,217,52
1,17,0,0,5,5,7,1,1,0,0,16398,7,218,52,455,524,34,3,10,0,0,0,0,15943,6.6,184,56
1,12,3,1,8,7,7,1,1,0,0,16972,7,184,44,891,1054,14,1,7,0,0,0,0,16081,6.6,196,51
1,17,1,1,9,2,5,0,0,0,0,17777,7.4,238,48,3361,3545,13,4,1,0,0,0,0,14416,6.4,208,44
1,13,2,1,5,0,4,1,1,0,0,16184,7,223,51,2813,1222,10,1,0,0,0,0,0,13371,6.6,210,48
0,16,3,0,2,9,2,0,0,0,0,14085,6.4,220,38,-3803,-4020,18,1,4,2,1,1,0,17888,7.2,245,60
0,18,1,0,3,8,7,0,0,0,0,13944,6.6,185,48,-3179,-2574,20,8,7,1,1,0,0,17123,7,230,48
1,12,3,0,5,5,9,1,0,1,0,16730,7,246,52,913,14,13,1,6,0,0,0,0,15817,6.8,205,55
0,11,0,0,4,8,6,0,0,0,0,14327,6.6,194,30,-3392,-2116,15,2,7,1,1,0,0,17719,6.8,223,41
0,17,2,1,4,2,4,0,0,0,0,16103,7,238,60,1119,-12,19,4,0,0,0,0,0,14984,6.8,245,48
1,16,5,0,5,10,6,0,0,0,0,16413,6.8,225,50,-3036,-2088,16,3,8,1,1,0,0,19449,7.4,251,69
1,14,3,1,9,5,6,1,0,1,0,18122,7.2,233,57,2195,554,15,0,4,0,0,0,0,15927,7.2,200,54
1,36,4,0,11,13,11,0,0,0,0,17166,6.8,165,36,-1030,-319,16,5,8,1,0,1,0,18196,6.6,203,44
0,17,5,1,3,3,5,1,0,1,0,15079,6.6,212,44,607,-1168,55,3,5,1,1,0,0,14472,6.8,210,38
0,40,4,1,1,8,3,0,0,0,0,13802,6.4,212,40,-4177,-2986,15,3,9,1,1,0,0,17979,7,247,43
1,15,4,0,4,3,3,1,1,0,0,16044,7,237,62,1223,2123,19,5,3,1,0,1,0,14821,6.6,231,47
0,14,3,0,8,11,7,2,1,1,0,16936,6.6,209,56,-865,-480,16,2,12,0,0,0,0,17801,7,188,43
1,15,3,1,10,4,11,0,0,0,0,18346,7,228,36,3454,1882,16,3,5,2,1,1,0,14892,6.6,192,52
0,26,2,0,8,8,8,1,0,1,0,16145,7.2,192,47,-1580,358,16,4,7,1,1,0,0,17725,7.2,224,62
1,23,2,1,6,3,7,1,1,0,0,16600,7.2,238,53,1825,996,17,3,4,0,0,0,0,14775,6.8,228,39
0,23,3,0,11,6,12,0,0,0,0,17944,7,214,30,901,144,21,7,5,0,0,0,0,17043,6.8,230,53
1,11,2,0,5,7,3,0,0,0,0,14439,6.4,171,35,-3435,-1632,15,2,6,1,1,0,0,17874,6.8,230,68
1,18,1,0,3,7,3,0,0,0,0,15008,6.8,214,56,-3688,-2808,15,2,9,1,1,0,0,18696,7.4,258,64
0,37,6,1,2,7,4,0,0,0,0,15262,6.6,232,50,-1033,-104,55,7,10,1,1,0,0,16295,7,211,59
